scaffold	start	end	mid	sites	lnL
scaffold_8	5432028	5503019	5472801	100	-12443.06338
scaffold_8	5503022	5605135	5556472	100	-13424.25285
scaffold_8	5605150	5618161	5612922	100	-19845.06423
scaffold_8	5618170	5619036	5618597	100	NA
scaffold_8	5619042	5622254	5619966	100	NA
scaffold_8	5622272	5723465	5665938	100	-15492.58478
scaffold_8	5723474	5840447	5773294	100	-13119.53694
scaffold_8	5840456	5967401	5879204	100	-19736.00957
scaffold_8	5967425	5979675	5973191	100	-15811.67630
scaffold_8	5979735	6012573	5993327	100	-9385.01025
scaffold_8	6012588	6059018	6036504	100	-13583.23358
scaffold_8	6059024	6166022	6095672	100	-12497.97535
scaffold_8	6166073	6212446	6205324	100	-7346.70045
scaffold_8	6212479	6279365	6239388	100	-22679.62415
scaffold_8	6279575	6415129	6337231	100	-16895.21891
scaffold_8	6415192	6447562	6421355	100	-16814.81630
scaffold_8	6447565	6493511	6469657	100	-15969.16426
scaffold_8	6493565	6548954	6521948	100	-10060.85091
scaffold_8	6548957	6597691	6582059	100	-13551.45356
scaffold_8	6597793	6722408	6637493	100	-17466.64818
scaffold_8	6722417	6791387	6754845	100	-16224.25784
scaffold_8	6791390	6865041	6820047	100	-17983.06174
scaffold_8	6866299	6907568	6878664	100	-22569.71699
scaffold_8	6907571	6955717	6928440	100	-13140.62598
scaffold_8	6955726	7130498	7030260	100	-10092.24128
scaffold_8	7131272	7349511	7218518	100	-4358.77826
scaffold_8	7349514	7432293	7401909	100	-14351.68724
scaffold_8	7432384	9793558	8047844	100	-17816.36448
scaffold_8	9793639	9930972	9914112	100	-18224.21939
scaffold_8	9930987	9955289	9943966	100	-17013.01411
scaffold_8	9955295	10097419	10030085	100	-12462.81070
scaffold_8	10097503	10381126	10131800	100	-13213.81750
scaffold_8	10381213	10554830	10501185	100	-13203.26185
scaffold_8	10554893	10661413	10613205	100	-14957.96192
scaffold_8	10661446	10687442	10665624	100	NA
scaffold_8	10687448	10864282	10791810	100	-13263.70375
scaffold_8	10864294	11050395	10944673	100	-5375.79335
scaffold_8	11050437	11129696	11115985	100	-7570.19450
scaffold_8	11129699	11295239	11248114	100	-11871.92969
scaffold_8	11295242	11335647	11307206	100	-18879.26799
scaffold_8	11335662	11396915	11375730	100	-11048.32903
scaffold_8	11397313	11488859	11454945	100	-21296.93796
scaffold_8	11488907	11510524	11500608	100	-16051.09658
scaffold_8	11511333	11560378	11545306	100	-14805.99258
scaffold_8	11560492	11619903	11579875	100	-15638.95115
scaffold_8	11619948	11632458	11627006	100	-18055.08194
scaffold_8	11632467	11641898	11637885	100	-13818.31125
scaffold_8	11644336	11653514	11648825	100	-13705.93946
scaffold_8	11653697	11672639	11659719	100	-16725.39416
scaffold_8	11672681	11769255	11699430	100	-17799.49416
scaffold_8	11769369	11793200	11778741	100	-9511.88150
scaffold_8	11793206	11858499	11833544	100	-10253.03617
scaffold_8	11858553	11943009	11909193	100	-16384.97815
scaffold_8	11961122	11993792	11976745	100	-13029.60562
scaffold_8	11993897	12102381	12050728	100	-17424.00141
scaffold_8	12102435	12152728	12128571	100	-22769.82005
scaffold_8	12152740	12241339	12219538	100	-21317.88412
scaffold_8	12241348	12284731	12254630	100	-20671.18844
scaffold_8	12284734	12304430	12297418	100	-10426.75588
scaffold_8	12304483	12345571	12328149	100	-15295.27436
scaffold_8	12345598	12368030	12358911	100	-13897.77272
scaffold_8	12368051	12409656	12386668	100	-9399.21237
scaffold_8	12424978	12439374	12429778	100	-9992.08272
scaffold_8	12439633	12510211	12458706	100	-15714.93642
scaffold_8	12511707	12644166	12576950	100	-9967.92857
scaffold_8	12644178	12728129	12698382	100	-17800.28506
scaffold_8	12728141	12741237	12735088	100	-16842.77873
scaffold_8	12741261	12782907	12760631	100	-14062.28897
scaffold_8	12783042	12887633	12819405	100	-16240.75148
scaffold_8	12887648	12915388	12903098	100	-17658.95014
scaffold_8	12915391	12957520	12935304	100	-12971.75404
scaffold_8	12957974	12988911	12976349	100	-19754.15925
scaffold_8	12988944	13025107	13001069	100	-11938.16600
scaffold_8	13025110	13054674	13033419	100	-12145.27544
scaffold_8	13054680	13140639	13107441	100	-17306.19541
scaffold_8	13140651	13182951	13163913	100	-12814.92851
scaffold_8	13183140	13252303	13225901	100	-16573.69200
scaffold_8	13252351	13290256	13270638	100	-15167.96507
scaffold_8	13290301	13321021	13311381	100	-22251.03631
scaffold_8	13321030	13353809	13335013	100	-9832.93904
scaffold_8	13354918	13415101	13386629	100	-17627.43287
scaffold_8	13415104	13432756	13426552	100	-17149.14504
scaffold_8	13432765	13437730	13435726	100	-7582.12598
scaffold_8	13437775	13467234	13452079	100	-11630.24722
scaffold_8	13467258	13495993	13478418	100	-18797.48627
scaffold_8	13496235	13517322	13506657	100	-14629.71488
scaffold_8	13517394	13535733	13526529	100	-13866.68261
scaffold_8	13537478	13555379	13547569	100	-22141.61549
scaffold_8	13555382	13577658	13567305	100	-18455.35616
scaffold_8	13578174	13592332	13584451	100	-15059.52723
scaffold_8	13592341	13598493	13596836	100	NA
scaffold_8	13598511	13648904	13619158	100	-14407.30276
scaffold_8	13648949	13678029	13659336	100	-11332.52307
scaffold_8	13678150	13717561	13698359	100	-14438.42010
scaffold_8	13717564	13750094	13738730	100	-10551.55584
scaffold_8	13750358	13789781	13766166	100	-19478.65799
scaffold_8	13789787	13802952	13796746	100	-20549.02929
scaffold_8	13803021	13821159	13808369	100	-18338.15212
scaffold_8	13821216	13833760	13826427	100	-14356.65549
scaffold_8	13833784	13858209	13840896	100	-13730.66642
scaffold_8	13858215	13909449	13883014	100	-13066.59672
scaffold_8	13909464	13968749	13939175	100	-17511.25872
scaffold_8	13969485	13999567	13983604	100	-17876.35253
scaffold_8	13999579	14038027	14017238	100	-10046.00605
scaffold_8	14038030	14067849	14054287	100	-16118.38565
scaffold_8	14067882	14089634	14075689	100	-15088.20074
scaffold_8	14089811	14124729	14109755	100	-15050.19027
scaffold_8	14124834	14184504	14169552	100	-17247.59723
scaffold_8	14184534	14210304	14197263	100	-19184.82550
scaffold_8	14210355	14237666	14226976	100	-17467.18654
scaffold_8	14237711	14299537	14284156	100	-22276.13045
scaffold_8	14301954	14333117	14318197	100	-17976.96627
scaffold_8	14333135	14354735	14344989	100	-15918.34253
scaffold_8	14354759	14370230	14361984	100	-16707.48734
scaffold_8	14370293	14408464	14390455	100	-14629.69482
scaffold_8	14408882	14427832	14423095	100	-5515.25766
scaffold_8	14427886	14445818	14437295	100	-10942.62108
scaffold_8	14445828	14481931	14463560	100	-18814.45779
scaffold_8	14481949	14532044	14514986	100	-18409.61410
scaffold_8	14532047	14580294	14547364	100	-16139.47927
scaffold_8	14580297	14600866	14588386	100	-15110.55795
scaffold_8	14600878	14615295	14608365	100	-12767.56431
scaffold_8	14615514	14649582	14634022	100	-13349.25020
scaffold_8	14649585	14660341	14655518	100	-20139.47669
scaffold_8	14660380	14683762	14672380	100	-15796.37723
scaffold_8	14683780	14714378	14699011	100	-13969.98905
scaffold_8	14714393	14751517	14731857	100	-16266.61383
scaffold_8	14751625	14782799	14766345	100	-16522.94863
scaffold_8	14782823	14822079	14808295	100	-12507.84029
scaffold_8	14822097	14835533	14829989	100	-10781.31199
scaffold_8	14835548	14862500	14845483	100	-20454.48227
scaffold_8	14862512	14960162	14895488	100	-15643.10723
scaffold_8	14960498	14989207	14978593	100	-11090.68830
scaffold_8	14989228	15008593	15000927	100	-18019.09576
scaffold_8	15008791	15030163	15018128	100	-16670.09404
scaffold_8	15030259	15064885	15056870	100	-9912.08934
scaffold_8	15064888	15083703	15076206	100	-17555.38886
scaffold_8	15083832	15120986	15103770	100	-12607.92602
scaffold_8	15121025	15137352	15129022	100	-18587.04110
scaffold_8	15137358	15154407	15146337	100	-7762.61075
scaffold_8	15154666	15181251	15166169	100	-13188.50860
scaffold_8	15181302	15211755	15201140	100	-19516.99275
scaffold_8	15211764	15234426	15220608	100	-16222.28006
scaffold_8	15234438	15254137	15242326	100	-15312.79196
scaffold_8	15254269	15272987	15264355	100	-12524.56648
scaffold_8	15273099	15298741	15282204	100	-18709.09988
scaffold_8	15300280	15329734	15310213	100	-19318.55711
scaffold_8	15329927	15372119	15354491	100	-17104.47059
scaffold_8	15372602	15382807	15377757	100	-19500.27307
scaffold_8	15382837	15393075	15387910	100	-9360.63608
scaffold_8	15393204	15460080	15418556	100	-11150.41841
scaffold_8	15460146	15477404	15468966	100	-17377.20256
scaffold_8	15477488	15489177	15483909	100	-17799.52152
scaffold_8	15489195	15532790	15509237	100	-16551.77403
scaffold_8	15532793	15588332	15553135	100	-18586.94830
scaffold_8	15588335	15634972	15605303	100	-9992.40280
scaffold_8	15634975	15677522	15662562	100	-22276.58005
scaffold_8	15677645	15701632	15686873	100	-17239.68089
scaffold_8	15701638	15740685	15728893	100	-17750.38935
scaffold_8	15740787	15771012	15764233	100	-14696.45309
scaffold_8	15771051	15812856	15790160	100	-16530.51260
scaffold_8	15813047	15833582	15823755	100	-19181.46499
scaffold_8	15833615	15878158	15850135	100	-14771.21534
scaffold_8	15878248	15937623	15908830	100	-6539.07557
scaffold_8	15937641	15973513	15957103	100	-10774.92688
scaffold_8	15973549	16003689	15982741	100	-15370.42520
scaffold_8	16003692	16026373	16018574	100	-20345.79101
scaffold_8	16026690	16081971	16050767	100	-14352.68888
scaffold_8	16081974	16102371	16093496	100	-17450.07174
scaffold_8	16102374	16139772	16129330	100	-17146.00733
scaffold_8	16139958	16182245	16161204	100	-10013.08662
scaffold_8	16182260	16237156	16217224	100	-25560.51718
scaffold_8	16237189	16246715	16239792	100	-13858.25121
scaffold_8	16246863	16263595	16254043	100	-14271.45213
scaffold_8	16263616	16321271	16288960	100	-14711.17522
scaffold_8	16321319	16333998	16327567	100	-11804.54999
scaffold_8	16334025	16362467	16345579	100	-16312.49587
scaffold_8	16362545	16421385	16392980	100	-10658.36350
scaffold_8	16421592	16451157	16433987	100	-14851.99432
scaffold_8	16451316	16477276	16458568	100	-16712.53550
scaffold_8	16477297	16505586	16494028	100	-19546.52098
scaffold_8	16505637	16556440	16530857	100	-13469.51331
scaffold_8	16556467	16638702	16594245	100	-17521.18282
scaffold_8	16638768	16671654	16662181	100	-17523.36517
scaffold_8	16671684	16694055	16683803	100	-15254.04217
scaffold_8	16694327	16718324	16704653	100	-13055.67062
scaffold_8	16718801	16742374	16732486	100	-15792.03035
scaffold_8	16743637	16780649	16753578	100	-16745.86350
scaffold_8	16780658	16801325	16790168	100	-21887.26992
scaffold_8	16802317	16821750	16814934	100	-23328.54002
scaffold_8	16821924	16836106	16828828	100	-17655.07003
scaffold_8	16836259	16852441	16844529	100	-16864.21839
scaffold_8	16852450	16882719	16865692	100	-14134.54346
scaffold_8	16882788	16914561	16897276	100	-17788.59950
scaffold_8	16914576	16928799	16921401	100	-14059.24367
scaffold_8	16928802	16948126	16941548	100	-14483.62300
scaffold_8	16948144	16968612	16959048	100	-15000.67791
scaffold_8	16968645	16986959	16974502	100	-15674.40308
scaffold_8	16986983	17017733	16999457	100	-12420.60560
scaffold_8	17017742	17026702	17021143	100	-9933.08561
scaffold_8	17026723	17041703	17032430	100	-19107.65413
scaffold_8	17041954	17064687	17054666	100	-17928.61796
scaffold_8	17064915	17104235	17080361	100	-19699.59128
scaffold_8	17104616	17138212	17122816	100	-16330.96383
scaffold_8	17138230	17147379	17140773	100	-12392.22253
scaffold_8	17147415	17155787	17151623	100	-22046.78725
scaffold_8	17155808	17192202	17170841	100	-18506.93733
scaffold_8	17192211	17229514	17213270	100	-23162.30909
scaffold_8	17229535	17241803	17234793	100	-20637.80371
scaffold_8	17241806	17275018	17265548	100	-14553.42047
scaffold_8	17275027	17294674	17284529	100	-18609.30344
scaffold_8	17294761	17316996	17305324	100	-15914.96011
scaffold_8	17317146	17344004	17328660	100	-10996.04861
scaffold_8	17344019	17371878	17359308	100	-20723.52621
scaffold_8	17371887	17419388	17394566	100	-17839.38598
scaffold_8	17419406	17458592	17439142	100	-15242.61443
scaffold_8	17458607	17468798	17464417	100	-20737.69493
scaffold_8	17468982	17506279	17488825	100	-11614.77602
scaffold_8	17506303	17561598	17540126	100	-15743.72481
scaffold_8	17561601	17586697	17574052	100	-15576.21978
scaffold_8	17587074	17630565	17611671	100	-15269.86182
scaffold_8	17630568	17646517	17636811	100	-14899.97183
scaffold_8	17646520	17668389	17656854	100	-16436.43135
scaffold_8	17668473	17687656	17679708	100	-20666.15218
scaffold_8	17687683	17698668	17694447	100	-20978.72172
scaffold_8	17698704	17731204	17715461	100	-15212.47657
scaffold_8	17731542	17757795	17740739	100	-11908.97966
scaffold_8	17757834	17773544	17765737	100	-18096.73764
scaffold_8	17775901	17816685	17800081	100	-9879.72624
scaffold_8	17816784	17858478	17843231	100	-15657.86097
scaffold_8	17858676	17883509	17868629	100	-20405.11561
scaffold_8	17883689	17894641	17887799	100	-12916.67834
scaffold_8	17895061	17935566	17909533	100	-14946.06784
scaffold_8	17935629	17950192	17942109	100	-16592.66048
scaffold_8	17950246	17996864	17974480	100	-14213.37959
scaffold_8	17996984	18006884	18001570	100	-13894.36563
scaffold_8	18006890	18027303	18015396	100	-21191.90262
scaffold_8	18027336	18042650	18035131	100	-15449.22268
scaffold_8	18042665	18071382	18057623	100	-12310.41944
scaffold_8	18071430	18083578	18077580	100	-8232.76198
scaffold_8	18092970	18120408	18105276	100	-17944.34213
scaffold_8	18120543	18136335	18132476	100	-4953.51482
scaffold_8	18136341	18177857	18164111	100	-13989.48100
scaffold_8	18177881	18215152	18197340	100	-14556.15392
scaffold_8	18215178	18238226	18222225	100	-16571.39920
scaffold_8	18238350	18263943	18251812	100	-14755.49969
scaffold_8	18267339	18296338	18281892	100	-16136.89166
scaffold_8	18296383	18321696	18303087	100	-14509.85835
scaffold_8	18321789	18354014	18337842	100	-15949.26997
scaffold_8	18354539	18380532	18364291	100	-17484.48349
scaffold_8	18381113	18406487	18395162	100	-16475.38999
scaffold_8	18406949	18421110	18415468	100	-18053.44191
scaffold_8	18421296	18434345	18428569	100	-13049.20044
scaffold_8	18434354	18457331	18445283	100	-16875.70743
scaffold_8	18457349	18473381	18464968	100	-23096.78251
scaffold_8	18474272	18500652	18483651	100	-15013.47274
scaffold_8	18500667	18510549	18505470	100	-18760.31337
scaffold_8	18510561	18527591	18519890	100	-25492.62126
scaffold_8	18527657	18580971	18547674	100	-15389.13193
scaffold_8	18581700	18601536	18592711	100	-15773.38922
scaffold_8	18601962	18620958	18610409	100	-7756.13189
scaffold_8	18620982	18628042	18623975	100	-15542.56753
scaffold_8	18628171	18654409	18643489	100	-13403.79535
scaffold_8	18654454	18688147	18665431	100	-20487.44223
scaffold_8	18688174	18710110	18697826	100	-16825.29148
scaffold_8	18710167	18739168	18726670	100	-21519.93637
scaffold_8	18739207	18803943	18758293	100	-17609.10686
scaffold_8	18803982	18872546	18841575	100	-13742.52256
scaffold_8	18872723	18905530	18893285	100	-17745.00369
scaffold_8	18905557	18941605	18927810	100	-16630.15153
scaffold_8	18942316	18962730	18956099	100	-16797.59949
scaffold_8	18962905	18995274	18981523	100	-12729.11545
scaffold_8	18995280	19047303	19026052	100	-12711.65390
scaffold_8	19047306	19086725	19063819	100	-15928.25761
scaffold_8	19086734	19119014	19108877	100	-17551.32804
scaffold_8	19120633	19142402	19131671	100	-21023.71275
scaffold_8	19142435	19161484	19152141	100	-14937.36743
scaffold_8	19161487	19168899	19165172	100	-18947.90721
scaffold_8	19168905	19184935	19178343	100	-14416.63732
scaffold_8	19185001	19200506	19193289	100	-10384.68490
scaffold_8	19200527	19211142	19206811	100	-11337.44153
scaffold_8	19211266	19237141	19222733	100	-20994.11554
scaffold_8	19237144	19255439	19245300	100	-22017.53345
scaffold_8	19255567	19290895	19285135	100	-19197.00809
scaffold_8	19290913	19309734	19301421	100	-18542.00591
scaffold_8	19309752	19332372	19318867	100	-10645.97292
scaffold_8	19332384	19344837	19338406	100	-11767.54767
scaffold_8	19344858	19371310	19361338	100	-13493.74169
scaffold_8	19371358	19422183	19391928	100	-11280.54486
scaffold_8	19422351	19450286	19434563	100	-8467.63309
scaffold_8	19453797	19484626	19473050	100	-22498.16633
scaffold_8	19484860	19505533	19492659	100	-16240.21985
scaffold_8	19505572	19521193	19513060	100	-17253.34214
scaffold_8	19521202	19554340	19540244	100	-10571.43721
scaffold_8	19554346	19573155	19561439	100	-14727.52866
scaffold_8	19573315	19591680	19583041	100	-16972.39374
scaffold_8	19592145	19604127	19598260	100	-18762.23432
scaffold_8	19604142	19649897	19628736	100	-14743.55775
scaffold_8	19650017	19670631	19660577	100	-18353.69236
scaffold_8	19670649	19699245	19686617	100	-19699.52641
scaffold_8	19699835	19710416	19705664	100	-13217.25315
scaffold_8	19710500	19760249	19735624	100	-14976.74688
scaffold_8	19760300	19783459	19771928	100	-14589.89733
scaffold_8	19783504	19820529	19801531	100	-18046.93165
scaffold_8	19820535	19847077	19837310	100	-11876.84684
scaffold_8	19847204	19865455	19856843	100	-13184.97568
scaffold_8	19865572	19891340	19877663	100	-11728.70554
scaffold_8	19891595	19911548	19903469	100	-11948.59911
scaffold_8	19911551	19918645	19915121	100	-13977.77058
scaffold_8	19918657	19952137	19931017	100	-21334.52942
scaffold_8	19952239	19982269	19965416	100	-15466.24370
scaffold_8	19982275	19988467	19984702	100	-17631.05480
scaffold_8	19991354	20002091	19996170	100	-15452.02896
scaffold_8	20002094	20049690	20032192	100	-14922.10982
scaffold_8	20049708	20067082	20055853	100	-15727.78798
scaffold_8	20067091	20093840	20077269	100	-15889.82755
scaffold_8	20093873	20111960	20102778	100	-19128.74580
scaffold_8	20111993	20158652	20129255	100	-11642.27800
scaffold_8	20165163	20189954	20175125	100	-18652.57267
scaffold_8	20190251	20202752	20195825	100	-20574.67279
scaffold_8	20202779	20222042	20211699	100	-14316.82726
scaffold_8	20222190	20236736	20228251	100	-13020.27702
scaffold_8	20237492	20268802	20254055	100	-10792.55470
scaffold_8	20269039	20305756	20291615	100	-13707.49714
scaffold_8	20305768	20326362	20314399	100	-16338.53551
scaffold_8	20328181	20370880	20349966	100	-17302.43953
scaffold_8	20370916	20381848	20376610	100	-12233.61241
scaffold_8	20381851	20399214	20391522	100	-16120.46128
scaffold_8	20399394	20418124	20409437	100	-15652.19933
scaffold_8	20418247	20436403	20427503	100	-14264.16768
scaffold_8	20439053	20483784	20456115	100	-20713.78470
scaffold_8	20489192	20520539	20508469	100	-12614.51337
scaffold_8	20520605	20532405	20527505	100	-17729.41625
scaffold_8	20532417	20541152	20537543	100	-9762.13663
scaffold_8	20541155	20589802	20557271	100	-17486.44672
scaffold_8	20590433	20612983	20604201	100	-11639.94402
scaffold_8	20613121	20651071	20634694	100	-18141.93264
scaffold_8	20651377	20665496	20657313	100	-19727.33366
scaffold_8	20665520	20687168	20677072	100	-14279.11482
scaffold_8	20687179	20723639	20706803	100	-12557.44423
scaffold_8	20727257	20773754	20751725	100	-17459.09708
scaffold_8	20773763	20820459	20796328	100	-17497.93619
scaffold_8	20820540	20848397	20839091	100	-14314.98686
scaffold_8	20848403	20869321	20858151	100	-18005.01731
scaffold_8	20869366	20893575	20880145	100	-9801.51781
scaffold_8	20893596	20909673	20903846	100	-14648.09109
scaffold_8	20909709	20933018	20922698	100	-13470.71467
scaffold_8	20933126	20957132	20945826	100	-16593.70301
scaffold_8	20957165	20980712	20968065	100	-11494.43400
scaffold_8	20980730	21013746	21000327	100	-16197.69544
scaffold_8	21013812	21038762	21026730	100	-10411.16981
scaffold_8	21038828	21071596	21055434	100	-16052.54998
scaffold_8	21071986	21097765	21083808	100	-18605.88155
scaffold_8	21097780	21118377	21105613	100	-8004.60468
scaffold_8	21118740	21146062	21134557	100	-18148.10211
scaffold_8	21146083	21180435	21164392	100	-24521.79350
scaffold_8	21180438	21203670	21192694	100	-18528.87669
scaffold_8	21203682	21254314	21221819	100	-19527.95102
scaffold_8	21254320	21280669	21268129	100	-18267.99592
scaffold_8	21280690	21301583	21295342	100	-16499.29414
scaffold_8	21301592	21325188	21313807	100	-13835.51367
scaffold_8	21325224	21372901	21346566	100	-10303.64157
scaffold_8	21372931	21429670	21411953	100	-16629.93907
scaffold_8	21429685	21447266	21438372	100	-20557.72451
scaffold_8	21447308	21474545	21463318	100	-13882.68507
scaffold_8	21474554	21492391	21482649	100	-14725.23449
