scaffold	start	end	mid	sites	lnL
scaffold_6	3412853	3540554	3450669	100	-10126.88044
scaffold_6	3540707	3572003	3552797	100	-17551.00363
scaffold_6	3572141	3597085	3583184	100	-20643.03388
scaffold_6	3597094	3614784	3606269	100	-17141.75011
scaffold_6	3614802	3620682	3617256	100	-11867.23007
scaffold_6	3620694	3642787	3629720	100	-16342.34391
scaffold_6	3643117	3662895	3650664	100	-17189.38573
scaffold_6	3662904	3690678	3673280	100	-14379.05766
scaffold_6	3690681	3715475	3701331	100	-17536.92749
scaffold_6	3717876	3742525	3728406	100	-16246.45157
scaffold_6	3743358	3763079	3752817	100	-11870.72340
scaffold_6	3763091	3777491	3769736	100	-11129.70239
scaffold_6	3777509	3788440	3783315	100	-15039.53988
scaffold_6	3788458	3804497	3797069	100	-12765.67114
scaffold_6	3804503	3820574	3812285	100	-18145.12249
scaffold_6	3820610	3855435	3838952	100	-16010.83788
scaffold_6	3855442	3879167	3868787	100	-18767.85041
scaffold_6	3879212	3899140	3889591	100	-19906.81518
scaffold_6	3899182	3921407	3910625	100	-18503.79656
scaffold_6	3921485	3952774	3935453	100	-16845.47437
scaffold_6	3952780	3975710	3962921	100	-16398.67520
scaffold_6	3975716	4008575	3985707	100	-20510.87733
scaffold_6	4008587	4062562	4046820	100	-15279.57746
scaffold_6	4062598	4080030	4070827	100	-16540.16692
scaffold_6	4082161	4112315	4099046	100	-18664.37378
scaffold_6	4112327	4129902	4122537	100	-17378.49150
scaffold_6	4130241	4149576	4137544	100	-11481.02539
scaffold_6	4149582	4177690	4163253	100	-15050.66612
scaffold_6	4178069	4202262	4188797	100	-17651.61194
scaffold_6	4202274	4213153	4207027	100	NA
scaffold_6	4213675	4247384	4224163	100	-22175.18607
scaffold_6	4248578	4277959	4264526	100	-20189.57751
scaffold_6	4277986	4294464	4284900	100	-15714.51469
scaffold_6	4294467	4299014	4297022	100	-12628.37028
scaffold_6	4299020	4316320	4306400	100	-15928.11059
scaffold_6	4316449	4331316	4323594	100	-23839.93173
scaffold_6	4331322	4340366	4336386	100	-16905.24665
scaffold_6	4340375	4376440	4358697	100	-18547.49135
scaffold_6	4376575	4400593	4386008	100	-15449.32371
scaffold_6	4400988	4422988	4411312	100	-10305.26233
scaffold_6	4423015	4450266	4440824	100	-11920.73594
scaffold_6	4450284	4477685	4463066	100	-13431.96596
scaffold_6	4477687	4482634	4480410	100	-8577.59837
scaffold_6	4482646	4488240	4485628	100	-10227.32154
scaffold_6	4488243	4503238	4496538	100	-16155.82423
scaffold_6	4503246	4511563	4505820	100	-17130.73873
scaffold_6	4511605	4535691	4523575	100	-17222.00276
scaffold_6	4535733	4552540	4542323	100	-17423.50046
scaffold_6	4552588	4568794	4561028	100	-14356.93993
scaffold_6	4568800	4601153	4583921	100	-20850.67773
scaffold_6	4601396	4625013	4613470	100	-15205.10602
scaffold_6	4625019	4659933	4638019	100	-13523.80825
scaffold_6	4659963	4696661	4676630	100	-17691.59412
scaffold_6	4696679	4725383	4708657	100	-15569.03684
scaffold_6	4725563	4751409	4743933	100	-14115.17664
scaffold_6	4751412	4771063	4763376	100	-16228.28625
scaffold_6	4771102	4790281	4782857	100	-13624.92915
scaffold_6	4790290	4812978	4800313	100	-16560.17792
scaffold_6	4812981	4834087	4820589	100	-17475.52736
scaffold_6	4834096	4877210	4855122	100	-17175.39058
scaffold_6	4877213	4899267	4887921	100	-17139.02932
scaffold_6	4903435	4919379	4911254	100	-15923.61795
scaffold_6	4919385	4938270	4928221	100	-10493.47967
scaffold_6	4938432	4951340	4945585	100	-12881.14794
scaffold_6	4951494	4974552	4962593	100	-13115.37228
scaffold_6	4974600	4993613	4984958	100	-17062.54731
scaffold_6	4993625	5017638	5004977	100	-11709.76199
scaffold_6	5017656	5044305	5032386	100	-14253.97907
scaffold_6	5044308	5060541	5052477	100	-11273.90334
scaffold_6	5060606	5125245	5103887	100	-11615.26631
scaffold_6	5125509	5141762	5130565	100	-19063.29236
scaffold_6	5141969	5160333	5154626	100	-17869.06919
scaffold_6	5160336	5184742	5178608	100	-12818.66016
scaffold_6	5184889	5227002	5205656	100	-14750.49959
scaffold_6	5227026	5259230	5248579	100	-19020.35318
scaffold_6	5259299	5274616	5267149	100	-18025.31951
scaffold_6	5274625	5316969	5294854	100	-12274.09704
scaffold_6	5316990	5351400	5325004	100	-14092.80231
scaffold_6	5351532	5372982	5360315	100	-17863.45083
scaffold_6	5373069	5400440	5389303	100	-13788.75528
scaffold_6	5400470	5409373	5404431	100	-15291.73683
scaffold_6	5409493	5422720	5417241	100	-18581.73934
scaffold_6	5422723	5446690	5431462	100	-19286.20040
scaffold_6	5446699	5457734	5452072	100	-16648.19640
scaffold_6	5457746	5480270	5469146	100	-12750.58110
scaffold_6	5480354	5498188	5487986	100	-19591.38175
scaffold_6	5498200	5512748	5504460	100	-18879.18717
scaffold_6	5513245	5530761	5524104	100	-18420.95689
scaffold_6	5530764	5554158	5542364	100	-16261.56906
scaffold_6	5554421	5572994	5560562	100	-22871.26639
scaffold_6	5573245	5599728	5589338	100	-24943.24327
scaffold_6	5599773	5616948	5606591	100	-23262.26745
scaffold_6	5616954	5643205	5625631	100	-19732.63964
scaffold_6	5643534	5668547	5655340	100	-18053.88435
scaffold_6	5668583	5699716	5684680	100	-23363.59914
scaffold_6	5700052	5722399	5709543	100	-14241.84045
scaffold_6	5722402	5748586	5730760	100	-18446.39632
scaffold_6	5748589	5767847	5756093	100	-20092.33760
scaffold_6	5768059	5788079	5775641	100	-15387.99205
scaffold_6	5788112	5805297	5797345	100	-11609.06342
scaffold_6	5805324	5822896	5813992	100	-10956.47380
scaffold_6	5826148	5839165	5834389	100	-19640.89676
scaffold_6	5839168	5871740	5857339	100	-18118.77338
scaffold_6	5871987	5881972	5877942	100	-13762.03177
scaffold_6	5882005	5891258	5885005	100	-14941.34590
scaffold_6	5891264	5917235	5905773	100	-15956.39547
scaffold_6	5917542	5963873	5938608	100	-14685.50921
scaffold_6	5963900	6011012	5994484	100	-17242.15303
scaffold_6	6011018	6027937	6021273	100	-16288.34237
scaffold_6	6027952	6050158	6043005	100	-17060.63649
scaffold_6	6050170	6065630	6056983	100	-12511.21338
scaffold_6	6065648	6085139	6076742	100	-17376.85799
scaffold_6	6085154	6098634	6089457	100	-16162.06517
scaffold_6	6099064	6123218	6111974	100	-11919.43496
scaffold_6	6123272	6154844	6135613	100	-14611.34826
scaffold_6	6154847	6181196	6165460	100	-14614.81763
scaffold_6	6181229	6203095	6190601	100	-8425.79364
scaffold_6	6203101	6222567	6216714	100	-17084.77097
scaffold_6	6222573	6258750	6239153	100	-17717.80847
scaffold_6	6258837	6283175	6269499	100	-20566.64389
scaffold_6	6283190	6310157	6295229	100	-9825.16410
scaffold_6	6310202	6317414	6314285	100	-11720.94082
scaffold_6	6318240	6342149	6328046	100	-13817.91465
scaffold_6	6342194	6365537	6358995	100	-8358.75392
scaffold_6	6365567	6393466	6378603	100	-19737.87571
scaffold_6	6393514	6433119	6413547	100	-15369.65493
scaffold_6	6433164	6454055	6440946	100	-15225.45691
scaffold_6	6454070	6481983	6471641	100	-14467.93172
scaffold_6	6482070	6501490	6491885	100	-18949.88748
scaffold_6	6501520	6529873	6515951	100	-19330.90606
scaffold_6	6529879	6552223	6540177	100	-17944.53691
scaffold_6	6552250	6571694	6559606	100	-16356.81839
scaffold_6	6571706	6601368	6592535	100	-19876.84022
scaffold_6	6601722	6622306	6609041	100	-15469.63918
scaffold_6	6622342	6633545	6628109	100	-16427.79566
scaffold_6	6633554	6667928	6651386	100	-12030.79210
scaffold_6	6667985	6687042	6677806	100	-10691.47825
scaffold_6	6687051	6691973	6688658	100	-19065.09181
scaffold_6	6692006	6710335	6700750	100	-14494.82867
scaffold_6	6710455	6726331	6718426	100	-18518.10900
scaffold_6	6726502	6744868	6735827	100	-13588.54431
scaffold_6	6745115	6793149	6769480	100	-6965.35823
scaffold_6	6793296	6818335	6806040	100	-11589.75456
scaffold_6	6818374	6839585	6831725	100	-12521.31419
scaffold_6	6839600	6859279	6849574	100	-14348.80841
scaffold_6	6859285	6876285	6868494	100	-18109.98371
scaffold_6	6876297	6905669	6886922	100	-16722.21447
scaffold_6	6910655	6937090	6925024	100	-15224.11156
scaffold_6	6937123	6956683	6946734	100	-20781.18457
scaffold_6	6956695	6966987	6961751	100	-13796.31348
scaffold_6	6967002	6987157	6979047	100	-10926.09269
scaffold_6	6987163	7001782	6992461	100	-10506.62783
scaffold_6	7001785	7051289	7038209	100	-14297.37853
scaffold_6	7051316	7083791	7066240	100	-18762.29739
scaffold_6	7083818	7115214	7102180	100	-14190.04691
scaffold_6	7115220	7176806	7150407	100	-15709.89066
scaffold_6	7176851	7192956	7184710	100	-17456.70861
scaffold_6	7193610	7220328	7205989	100	-11644.50103
scaffold_6	7220379	7231656	7227612	100	-10975.76155
scaffold_6	7231746	7245163	7239122	100	-17113.37642
scaffold_6	7245199	7267100	7256325	100	-14562.95555
scaffold_6	7267103	7288825	7277279	100	-20375.16132
scaffold_6	7288846	7300786	7294498	100	-15875.54650
scaffold_6	7300837	7342710	7326392	100	-13968.42623
scaffold_6	7342716	7375331	7357264	100	-16920.41667
scaffold_6	7375337	7406861	7397342	100	-18464.95633
scaffold_6	7406876	7447484	7428966	100	-13239.28797
scaffold_6	7447487	7457616	7453641	100	-11903.69724
scaffold_6	7457634	7460559	7458614	100	-13409.96346
scaffold_6	7460616	7497011	7475302	100	-13741.51419
scaffold_6	7497035	7512688	7504940	100	-14449.78803
scaffold_6	7512811	7530666	7520553	100	-13492.93737
scaffold_6	7530810	7550726	7539303	100	-19744.49636
scaffold_6	7551060	7571742	7557792	100	-21657.49916
scaffold_6	7571763	7612234	7594509	100	-15817.16065
scaffold_6	7612237	7628466	7620599	100	-13183.63310
scaffold_6	7628511	7632942	7630329	100	-14794.56404
scaffold_6	7632966	7664064	7649388	100	-10146.99846
scaffold_6	7664067	7690036	7678953	100	-16868.03745
scaffold_6	7690105	7710069	7703516	100	-17017.30007
scaffold_6	7710153	7738928	7723890	100	-15644.51164
scaffold_6	7739541	7764857	7747887	100	-10728.59121
scaffold_6	7764981	7789665	7775254	100	-14204.96045
scaffold_6	7789704	7810138	7796939	100	-13586.87269
scaffold_6	7810180	7821784	7815351	100	-11091.97038
scaffold_6	7821823	7837415	7831055	100	-7388.02392
scaffold_6	7837613	7857729	7846891	100	-15482.67541
scaffold_6	7857771	7873617	7865988	100	-17169.09489
scaffold_6	7873623	7901180	7892631	100	-12293.64548
scaffold_6	7901210	7930018	7911880	100	-15117.20143
scaffold_6	7930042	7940992	7934548	100	-13694.57686
scaffold_6	7941157	7959392	7950763	100	-15975.96351
scaffold_6	7959407	7999151	7979910	100	-14911.26320
scaffold_6	7999247	8038778	8013409	100	-15176.08137
scaffold_6	8038823	8053139	8045091	100	-17562.87998
scaffold_6	8053142	8063032	8055970	100	-16878.36255
scaffold_6	8063065	8106857	8081141	100	-15633.90300
scaffold_6	8106866	8115328	8110160	100	-17170.49315
scaffold_6	8115373	8153043	8142976	100	-11914.90525
scaffold_6	8153046	8176076	8162971	100	-16515.43696
scaffold_6	8176196	8196888	8187147	100	-16445.38315
scaffold_6	8197679	8217940	8207496	100	-14919.12628
scaffold_6	8218033	8241861	8228128	100	-18627.60358
scaffold_6	8241879	8255207	8250092	100	-15997.92499
scaffold_6	8255240	8271448	8266005	100	-18395.20549
scaffold_6	8272122	8282554	8276443	100	-15017.41158
scaffold_6	8282560	8302634	8292972	100	-20224.45820
scaffold_6	8302652	8327760	8312012	100	-17035.26879
scaffold_6	8327763	8345860	8334063	100	-16874.54880
scaffold_6	8345875	8360863	8351796	100	-17201.53820
scaffold_6	8360884	8378040	8367466	100	-13914.16312
scaffold_6	8378097	8413345	8391650	100	-19186.53588
scaffold_6	8415573	8430753	8424263	100	-17777.82487
scaffold_6	8430768	8443821	8437746	100	-16740.22588
scaffold_6	8443869	8481742	8469278	100	-11581.04218
scaffold_6	8481745	8518876	8510216	100	-17543.23654
scaffold_6	8520571	8543869	8533401	100	-21592.43400
scaffold_6	8543890	8561730	8554192	100	-14819.30802
scaffold_6	8561739	8583833	8573336	100	-21040.64272
scaffold_6	8584061	8628641	8605282	100	-16618.46198
scaffold_6	8628650	8645462	8634654	100	-13535.72900
scaffold_6	8645465	8683884	8667721	100	-18516.03655
scaffold_6	8684806	8721274	8701405	100	-14629.96957
scaffold_6	8721298	8747463	8733982	100	-16455.40098
scaffold_6	8747754	8761209	8754165	100	-15933.42987
scaffold_6	8761248	8790544	8776615	100	-9828.61588
scaffold_6	8790619	8816844	8805308	100	-11921.30702
scaffold_6	8816847	8852037	8836936	100	-14839.01150
scaffold_6	8852193	8857769	8855775	100	-15740.40621
scaffold_6	8857874	8879008	8867120	100	-14129.43995
scaffold_6	8879814	8905441	8891593	100	-18923.19114
scaffold_6	8905483	8924174	8915563	100	-14405.77904
scaffold_6	8924183	8941432	8933218	100	-12326.95561
scaffold_6	8941468	8962498	8948048	100	-17818.23781
scaffold_6	8962519	8992715	8978146	100	-15383.41733
scaffold_6	8993456	9025953	9011719	100	-17650.03748
scaffold_6	9026847	9049637	9040179	100	-17101.30229
scaffold_6	9049697	9078930	9070077	100	-15636.19706
scaffold_6	9078942	9127106	9109199	100	-17890.34942
scaffold_6	9137436	9183989	9157643	100	-15834.32034
scaffold_6	9184201	9216363	9194289	100	-15610.69500
scaffold_6	9216366	9248178	9228241	100	-14955.58599
scaffold_6	9248190	9268785	9262625	100	-14616.98175
scaffold_6	9268923	9300597	9285748	100	-15496.86113
scaffold_6	9300693	9321313	9311537	100	-19852.97572
scaffold_6	9321319	9371698	9343637	100	-18812.31534
scaffold_6	9371728	9400250	9381842	100	-14682.40197
scaffold_6	9400274	9423774	9415853	100	-15672.27744
scaffold_6	9423783	9464406	9433973	100	-14639.95678
scaffold_6	9464542	9475922	9470275	100	-14328.72595
scaffold_6	9475925	9519079	9490539	100	-13594.12953
scaffold_6	9519094	9548427	9535874	100	-12803.77741
scaffold_6	9548433	9563207	9555904	100	-8776.83600
scaffold_6	9563240	9572747	9565522	100	NA
scaffold_6	9572795	9611576	9596839	100	-13478.57959
scaffold_6	9611594	9627135	9617966	100	-20065.20657
scaffold_6	9627150	9654040	9640785	100	-10725.61917
scaffold_6	9654058	9677090	9666555	100	-16896.97788
scaffold_6	9677132	9703779	9694487	100	-14430.37117
scaffold_6	9703848	9755758	9723420	100	-8010.89658
scaffold_6	9755999	9789418	9781008	100	-5325.46040
scaffold_6	9789421	9800032	9793886	100	-14505.11653
scaffold_6	9800154	9812214	9805984	100	-18100.50166
scaffold_6	9812226	9848912	9830827	100	-13321.29155
scaffold_6	9848933	9868191	9857070	100	-15220.51672
scaffold_6	9868203	9887059	9879316	100	-13831.13890
scaffold_6	9887086	9918344	9900468	100	-17321.14126
scaffold_6	9918347	9983346	9951487	100	-15118.01969
scaffold_6	9983415	10000597	9990756	100	-21453.91525
scaffold_6	10000618	10037770	10019680	100	-13643.06235
scaffold_6	10037773	10069671	10052970	100	-16834.39993
scaffold_6	10069680	10084686	10077938	100	-14044.89829
scaffold_6	10084886	10109935	10098689	100	-17626.58070
scaffold_6	10110154	10153882	10129465	100	-15592.75354
scaffold_6	10153894	10171823	10159549	100	-16278.15019
scaffold_6	10171862	10184198	10176898	100	-13909.61638
scaffold_6	10184207	10195458	10188680	100	-10665.26005
scaffold_6	10195512	10212713	10202285	100	-12576.19678
scaffold_6	10212725	10220303	10216716	100	-13873.85285
scaffold_6	10220456	10241604	10233733	100	-7445.00146
scaffold_6	10241607	10252994	10247851	100	-14959.87305
scaffold_6	10252997	10265444	10261099	100	-13692.00814
scaffold_6	10265621	10272281	10270155	100	-20145.84031
scaffold_6	10274069	10299417	10289792	100	-8627.46687
scaffold_6	10299438	10312223	10306893	100	-23717.62233
scaffold_6	10312301	10344578	10323269	100	-10118.33273
scaffold_6	10344596	10363406	10355790	100	-24260.04519
scaffold_6	10363421	10383016	10377413	100	-12961.20414
scaffold_6	10383049	10395782	10389848	100	-15432.96289
scaffold_6	10396510	10410065	10406328	100	NA
scaffold_6	10410083	10429125	10421582	100	-15644.19828
scaffold_6	10429643	10446735	10440082	100	-8691.83717
scaffold_6	10458034	10494114	10475080	100	-14574.22624
scaffold_6	10494150	10514647	10505209	100	-10628.29090
scaffold_6	10514777	10542477	10533610	100	-15440.51314
scaffold_6	10542495	10573636	10559186	100	-19173.97558
scaffold_6	10573663	10612187	10587960	100	-19217.95474
scaffold_6	10612679	10628007	10621298	100	-19692.29195
scaffold_6	10628046	10648949	10641918	100	-11905.66191
scaffold_6	10648952	10674405	10662125	100	-17550.82985
scaffold_6	10674534	10687327	10681486	100	-12206.22002
scaffold_6	10687390	10715713	10702070	100	-18130.86409
scaffold_6	10715737	10783346	10763389	100	-10927.69857
scaffold_6	10783617	10817817	10805913	100	-15579.41666
scaffold_6	10817871	10838751	10831869	100	-15578.97813
scaffold_6	10839226	10883157	10863764	100	-13324.08419
scaffold_6	10883320	10921360	10908806	100	-11172.93243
scaffold_6	10921366	10966978	10948540	100	-14142.78877
scaffold_6	10966993	10998741	10980556	100	-20394.62557
scaffold_6	10998759	11047809	11019909	100	-16704.26915
scaffold_6	11047845	11079819	11055469	100	-13749.77118
scaffold_6	11079921	11107113	11090101	100	-12027.30565
scaffold_6	11107158	11124446	11113867	100	-24263.27378
scaffold_6	11124458	11174314	11151635	100	-13956.64490
scaffold_6	11174332	11229162	11204823	100	-18890.92403
scaffold_6	11229207	11247390	11237947	100	-21729.43787
scaffold_6	11247942	11312800	11281032	100	-13403.73461
scaffold_6	11312824	11330988	11324717	100	-19733.76865
scaffold_6	11331024	11396900	11353726	100	-18452.31683
scaffold_6	11397147	11413955	11408586	100	-9719.76742
scaffold_6	11413976	11429708	11420290	100	-14011.26353
scaffold_6	11429774	11455999	11441168	100	-27068.11756
scaffold_6	11456245	11494743	11474291	100	-17450.71283
scaffold_6	11494773	11512072	11505387	100	-15986.68135
scaffold_6	11512078	11560832	11542137	100	-15093.07444
scaffold_6	11560841	11593120	11576351	100	-7824.13979
scaffold_6	11593123	11613195	11600761	100	-14708.60437
scaffold_6	11613228	11671710	11647177	100	-16170.01066
scaffold_6	11671725	11696783	11681463	100	-18800.95547
scaffold_6	11696822	11745690	11725249	100	-9450.61176
scaffold_6	11745723	11754017	11748515	100	-20113.48162
scaffold_6	11754050	11798449	11772652	100	-11859.77184
scaffold_6	11798457	11825528	11806571	100	-12219.18129
scaffold_6	11825552	11862497	11836746	100	-14191.05298
scaffold_6	11862509	11895147	11873441	100	-14826.22943
scaffold_6	11895216	11915243	11902859	100	-17578.69216
scaffold_6	11915255	11964842	11939017	100	-16926.96304
scaffold_6	11964872	11998088	11986361	100	-16218.67825
scaffold_6	11998109	12018453	12008868	100	-15084.04455
scaffold_6	12018477	12052515	12032415	100	-18026.80274
scaffold_6	12052635	12104087	12084695	100	-17472.54529
scaffold_6	12104090	12116984	12109870	100	-17656.27088
scaffold_6	12117002	12249025	12221899	100	-18326.72043
scaffold_6	12249031	12271862	12262910	100	-14798.43729
scaffold_6	12271868	12328136	12297131	100	-20116.56215
scaffold_6	12328145	12380216	12339794	100	-13108.91663
scaffold_6	12380246	12450178	12428027	100	-17448.78360
scaffold_6	12450193	12468502	12461163	100	-20184.71531
scaffold_6	12468514	12522804	12479386	100	-11964.86793
scaffold_6	12522807	12586705	12560435	100	-14988.45776
scaffold_6	12586717	12649954	12616449	100	-15916.35109
scaffold_6	12650109	12669719	12659979	100	-19561.43978
scaffold_6	12669746	12699070	12685430	100	-8704.91991
scaffold_6	12699121	12716771	12706145	100	-9965.69949
scaffold_6	12716822	12744114	12734097	100	-16160.65958
scaffold_6	12744141	12767216	12752307	100	-14803.83407
scaffold_6	12767222	12782488	12776495	100	-14430.72068
scaffold_6	12782512	12816535	12794120	100	-13432.25871
scaffold_6	12816559	12825437	12821677	100	-23334.81571
scaffold_6	12825864	12841870	12834340	100	-15062.44349
scaffold_6	12841897	12856613	12848696	100	-20677.70752
scaffold_6	12856637	12979485	12907477	100	-6376.15893
