scaffold	start	end	mid	sites	lnL
scaffold_4	1839553	1896994	1868988	100	-15138.87057
scaffold_4	1897181	1915174	1903315	100	-15937.68535
scaffold_4	1915299	1943658	1929423	100	-19854.81174
scaffold_4	1943697	1978087	1964635	100	-14330.18645
scaffold_4	1978234	2021094	2002828	100	-12677.01226
scaffold_4	2021100	2067990	2045126	100	-14471.13861
scaffold_4	2068026	2121238	2094366	100	-20085.48451
scaffold_4	2121244	2202418	2173740	100	-18578.92591
scaffold_4	2202451	2227717	2217988	100	-14734.91232
scaffold_4	2227729	2266296	2253674	100	-13482.80998
scaffold_4	2266815	2319116	2309421	100	-15232.99162
scaffold_4	2319119	2379180	2346167	100	-16983.65283
scaffold_4	2379490	2424211	2403175	100	-21217.97018
scaffold_4	2424223	2522282	2506207	100	-16616.18319
scaffold_4	2522306	2574247	2563228	100	-11347.15827
scaffold_4	2574765	2620252	2594598	100	-15548.23449
scaffold_4	2620345	2661741	2645660	100	-19108.10119
scaffold_4	2661756	2709608	2678589	100	-16614.06062
scaffold_4	2709707	2764001	2722261	100	-19107.93959
scaffold_4	2764062	2788022	2779319	100	-12592.80673
scaffold_4	2788025	2839275	2815020	100	NA
scaffold_4	2839293	2866330	2851332	100	-13134.16089
scaffold_4	2866336	2886567	2875916	100	-14079.01419
scaffold_4	2886588	2942679	2921327	100	-10034.55108
scaffold_4	2943141	2970182	2960366	100	-16348.14905
scaffold_4	2970203	3020241	3002135	100	-17553.07168
scaffold_4	3020253	3063720	3033535	100	-12710.91086
scaffold_4	3063753	3142497	3109594	100	-12563.25760
scaffold_4	3142524	3165164	3151872	100	-17510.19007
scaffold_4	3165912	3195528	3186163	100	-11451.95881
scaffold_4	3195591	3201642	3198780	100	-11998.07648
scaffold_4	3201669	3236329	3217478	100	-8967.00715
scaffold_4	3236398	3337569	3252632	100	-13981.45409
scaffold_4	3337620	3386392	3362334	100	-10059.01804
scaffold_4	3386539	3439404	3423659	100	-14814.96415
scaffold_4	3439595	3480728	3466853	100	-14745.21077
scaffold_4	3480773	3546344	3499997	100	-15020.49265
scaffold_4	3546450	3590768	3563278	100	-8137.62759
scaffold_4	3590777	3607297	3597509	100	-16873.67637
scaffold_4	3607336	3635225	3621334	100	-14606.50284
scaffold_4	3635270	3663106	3646054	100	-11556.17102
scaffold_4	3663169	3682268	3671194	100	-16284.22505
scaffold_4	3696411	3732515	3721628	100	-21450.91154
scaffold_4	3732542	3832583	3802869	100	-11697.97516
scaffold_4	3832586	3900766	3852952	100	-9203.71450
scaffold_4	3900856	3941601	3918816	100	-18136.99827
scaffold_4	3941604	4024691	3994402	100	-14783.37505
scaffold_4	4024700	4044890	4036760	100	-20808.89129
scaffold_4	4044950	4149454	4119416	100	-12918.16404
scaffold_4	4149487	4181444	4169355	100	-10240.33467
scaffold_4	4181579	4264099	4231360	100	-7696.16909
scaffold_4	4264105	4299594	4289378	100	-20416.71116
scaffold_4	4299696	4346011	4311802	100	-20409.46914
scaffold_4	4346014	4412940	4373732	100	-20729.74000
scaffold_4	4412966	4423607	4419468	100	-13703.03042
scaffold_4	4423673	4555869	4482652	100	-15908.98877
scaffold_4	4555875	4583913	4564400	100	-22889.07057
scaffold_4	4583925	4655607	4617316	100	-10940.86313
scaffold_4	4655676	4737221	4702335	100	-8955.33488
scaffold_4	4737260	4806336	4780591	100	-18096.90732
scaffold_4	4806387	4927593	4867699	100	-18258.39732
scaffold_4	4927961	4983180	4953992	100	-16953.35417
scaffold_4	4983309	5028344	5005286	100	-20476.01743
scaffold_4	5028368	5195403	5083375	100	-12275.67195
scaffold_4	5196181	5214119	5206722	100	-18210.63558
scaffold_4	5214128	5276823	5241916	100	-12018.19156
scaffold_4	5276874	5390163	5311169	100	-10767.93076
scaffold_4	5390190	5427221	5407118	100	-10868.23447
scaffold_4	5427302	5491938	5447326	100	-6784.64543
scaffold_4	5491941	5537709	5522799	100	-10643.41080
scaffold_4	5537727	5634458	5562473	100	-14261.84154
scaffold_4	5634479	5658915	5644642	100	-19186.86450
scaffold_4	5658990	5772906	5710169	100	-11828.36097
scaffold_4	5772963	5781684	5777920	100	-10115.85725
scaffold_4	5781741	5893252	5820523	100	-17913.69270
scaffold_4	5893303	5961160	5936545	100	-7827.85115
scaffold_4	5961169	6051641	5998382	100	-21741.57655
scaffold_4	6051668	6110834	6069921	100	-10662.13496
scaffold_4	6110849	6195797	6174157	100	-18422.78169
scaffold_4	6195941	6258769	6230584	100	-11236.02265
scaffold_4	6258772	6325925	6283896	100	-17608.37146
scaffold_4	6326317	6397582	6358539	100	-12179.99424
scaffold_4	6397591	6469787	6406661	100	-12024.32896
scaffold_4	6469928	6487830	6478753	100	-12318.72876
scaffold_4	6487872	6612952	6538499	100	-13059.62027
scaffold_4	6612955	6692303	6645051	100	-8582.23993
scaffold_4	6692366	6878087	6796190	100	-13213.76409
scaffold_4	6878093	7024881	6978130	100	-15048.44110
scaffold_4	7024896	7128376	7081854	100	-13545.45302
scaffold_4	7128694	9724015	7700506	100	-10496.66552
scaffold_4	9724060	9832710	9800706	100	-12449.84556
scaffold_4	9833002	9887982	9853060	100	-22690.09468
scaffold_4	9888042	9996588	9916687	100	-16698.35712
scaffold_4	9996609	10099124	10046441	100	-14651.76785
scaffold_4	10099126	10187525	10132331	100	-11091.47647
scaffold_4	10187528	10209282	10199467	100	-7845.09220
scaffold_4	10209304	10262288	10233557	100	-12646.90007
scaffold_4	10262519	10331658	10299624	100	-20019.85427
scaffold_4	10331664	10374736	10354596	100	-16400.67629
scaffold_4	10376155	10399163	10386668	100	-15609.58149
scaffold_4	10399178	10441864	10411379	100	-24038.19699
scaffold_4	10441978	10577752	10482939	100	-13262.14921
scaffold_4	10577776	10609287	10592848	100	NA
scaffold_4	10609332	10645204	10623712	100	-6822.70134
scaffold_4	10645213	10728745	10681709	100	-10813.32012
scaffold_4	10728748	10790547	10752700	100	-11342.42470
scaffold_4	10790753	10841581	10822319	100	-16231.93143
scaffold_4	10841596	10864381	10855395	100	-4234.74269
scaffold_4	10864412	11014342	10955343	100	-12103.74632
scaffold_4	11014375	11036925	11025402	100	-14704.96128
scaffold_4	11037125	11100336	11066663	100	-8911.54574
scaffold_4	11100360	11128550	11118969	100	-21932.18072
scaffold_4	11129374	11189709	11170663	100	-6625.04213
scaffold_4	11189745	11306789	11271210	100	-12587.77779
scaffold_4	11306792	11336389	11319730	100	-12341.90008
scaffold_4	11336392	11396776	11367012	100	-17172.89984
scaffold_4	11396782	11420796	11410207	100	-14853.61543
scaffold_4	11420808	11427528	11423521	100	-10017.13880
scaffold_4	11427543	11477175	11461396	100	-9226.71201
scaffold_4	11477292	11554314	11506346	100	-18800.65068
scaffold_4	11554329	11591789	11575275	100	-17900.94330
scaffold_4	11591822	11645068	11621667	100	-8895.67196
scaffold_4	11645083	11678526	11670953	100	-15213.02929
scaffold_4	11678547	11692687	11684766	100	-20378.84313
scaffold_4	11692723	11767932	11743875	100	-21257.13413
scaffold_4	11772647	11811563	11793277	100	-15130.95551
scaffold_4	11811608	11852553	11834157	100	-15598.66377
scaffold_4	11852721	11871906	11865025	100	-6899.26040
scaffold_4	11871984	11886730	11876161	100	-4540.55277
scaffold_4	11886793	11899626	11895790	100	-6647.86049
scaffold_4	11899680	11929282	11913449	100	-15216.94913
scaffold_4	11929297	11990797	11954127	100	-11062.18050
scaffold_4	11990806	12036276	12006923	100	-23052.88309
scaffold_4	12036384	12052460	12044499	100	-17115.73306
scaffold_4	12052481	12084725	12067511	100	-22933.21954
scaffold_4	12084773	12194777	12155117	100	-18303.68346
scaffold_4	12194801	12238859	12208841	100	-11545.35346
scaffold_4	12239060	12276808	12258346	100	-14328.99039
scaffold_4	12278383	12340300	12303728	100	-12943.67437
scaffold_4	12340309	12349395	12343293	100	-9931.21559
scaffold_4	12349434	12416986	12387069	100	-17780.20801
scaffold_4	12459303	12492119	12472204	100	-13091.26931
scaffold_4	12492287	12503222	12499537	100	-9688.25106
scaffold_4	12503252	12518367	12512467	100	-10466.79475
scaffold_4	12518386	12538524	12531061	100	-8309.37182
scaffold_4	12538533	12549153	12542972	100	-14140.29581
scaffold_4	12549296	12699497	12620063	100	-12686.77131
scaffold_4	12699521	12767005	12729695	100	-11955.11089
scaffold_4	12767014	12824913	12791089	100	-8997.22783
scaffold_4	12824940	12843673	12830987	100	-17874.09016
scaffold_4	12843841	12894142	12863421	100	-20676.28843
scaffold_4	12894151	12948571	12934043	100	-13592.17392
scaffold_4	12948601	13014131	12993574	100	-11119.40108
scaffold_4	13014134	13049730	13037398	100	-13173.73964
scaffold_4	13049930	13078187	13069152	100	-15486.82805
scaffold_4	13078289	13109900	13101102	100	-13240.67187
scaffold_4	13109912	13148625	13130778	100	-19300.45602
scaffold_4	13148652	13196395	13164883	100	-16649.25462
scaffold_4	13196416	13203794	13199994	100	-13683.75158
scaffold_4	13203824	13266588	13234343	100	-7146.04816
scaffold_4	13268712	13304464	13283038	100	-11410.95249
scaffold_4	13304509	13319924	13312127	100	-22912.14395
scaffold_4	13319930	13405754	13360611	100	-9318.31217
scaffold_4	13405760	13424920	13416267	100	-11788.50692
scaffold_4	13424968	13441922	13436445	100	-7211.91148
scaffold_4	13441925	13453871	13445243	100	-6933.45374
scaffold_4	13453886	13458837	13456239	100	-13504.76913
scaffold_4	13458840	13495005	13485189	100	-15815.14468
scaffold_4	13495014	13507163	13500858	100	-11235.56443
scaffold_4	13507181	13516424	13511930	100	-14824.86623
scaffold_4	13516567	13571566	13549333	100	-12819.85157
scaffold_4	13571587	13603615	13580395	100	-8739.86520
scaffold_4	13603912	13616012	13609957	100	-15117.45397
scaffold_4	13616033	13630526	13623445	100	-18550.92207
scaffold_4	13630731	13640643	13635630	100	-16184.47789
scaffold_4	13641126	13663147	13653434	100	-10660.25893
scaffold_4	13663195	13676806	13669050	100	-23563.16740
scaffold_4	13676833	13699369	13686265	100	-14306.63830
scaffold_4	13699375	13715783	13708296	100	-13589.81946
scaffold_4	13715849	13732029	13726694	100	-17048.98293
scaffold_4	13733365	13767141	13754364	100	-16334.34521
scaffold_4	13767276	13799598	13775136	100	-8244.00177
scaffold_4	13799637	13885072	13846542	100	-15221.08644
scaffold_4	13885144	13918942	13905516	100	-15428.30522
scaffold_4	13918960	13946870	13929361	100	-15674.78568
scaffold_4	13946927	13963427	13953507	100	-20288.39105
scaffold_4	13963439	14010784	13976582	100	-13537.01887
scaffold_4	14010787	14028656	14020351	100	-12014.32151
scaffold_4	14028668	14049767	14040668	100	-21349.21793
scaffold_4	14049782	14073126	14061834	100	-15298.48443
scaffold_4	14073162	14089876	14081902	100	-14572.56647
scaffold_4	14089939	14128067	14116259	100	-19784.53954
scaffold_4	14128076	14156761	14138849	100	-14983.47171
scaffold_4	14156767	14216799	14178380	100	-15429.49806
scaffold_4	14216801	14233423	14225161	100	-21186.15218
scaffold_4	14233492	14249190	14241200	100	-17475.96931
scaffold_4	14249196	14279594	14259330	100	-18794.58591
scaffold_4	14280004	14317661	14307093	100	-15467.24999
scaffold_4	14317964	14346997	14335730	100	-15863.45603
scaffold_4	14347045	14374526	14363101	100	-17579.04972
scaffold_4	14374589	14424971	14397858	100	-9688.37483
scaffold_4	14424983	14453060	14440154	100	-13677.44947
scaffold_4	14453138	14504979	14472927	100	-15125.55157
scaffold_4	14504982	14554566	14533259	100	-10176.05885
scaffold_4	14554811	14583162	14569578	100	-21344.90599
scaffold_4	14583368	14626245	14615022	100	-16397.95191
scaffold_4	14626356	14708174	14695691	100	-18602.00202
scaffold_4	14708186	14767941	14735436	100	-18160.38598
scaffold_4	14768058	14798999	14789984	100	-22470.13466
scaffold_4	14799071	14828979	14814943	100	-23714.61301
scaffold_4	14828997	14862460	14847833	100	-18817.56801
scaffold_4	14862472	14897307	14875643	100	-16372.90046
scaffold_4	14897893	14928434	14909988	100	-16219.45012
scaffold_4	14928482	14958097	14945760	100	-18309.87081
scaffold_4	14958166	14980211	14971300	100	-13244.35490
scaffold_4	14980220	15005360	14992658	100	-15542.96666
scaffold_4	15005369	15021380	15016368	100	-16220.95741
scaffold_4	15022669	15041255	15033648	100	-14172.64094
scaffold_4	15041258	15062961	15054516	100	-15622.19688
scaffold_4	15062964	15098854	15084134	100	-11056.10216
scaffold_4	15099017	15128437	15115297	100	-15920.38281
scaffold_4	15128458	15171785	15148848	100	-16467.87192
scaffold_4	15171800	15197302	15184575	100	-12268.92188
scaffold_4	15197472	15234422	15225860	100	-10204.89773
scaffold_4	15234440	15268265	15250813	100	-17950.72549
scaffold_4	15268973	15298079	15285225	100	-11578.74525
scaffold_4	15298157	15321128	15316192	100	-12998.91854
scaffold_4	15321301	15347506	15331468	100	-21096.46136
scaffold_4	15347524	15377182	15357188	100	-19690.39837
scaffold_4	15377194	15412544	15396167	100	-20649.14208
scaffold_4	15412672	15436539	15426263	100	-18571.40149
scaffold_4	15436605	15489542	15463587	100	-17062.65883
scaffold_4	15489638	15514002	15501539	100	-11956.92970
scaffold_4	15514011	15537325	15528236	100	-16721.87736
scaffold_4	15537433	15546516	15541198	100	-17304.82904
scaffold_4	15546552	15584717	15565302	100	-18064.79332
scaffold_4	15584732	15637624	15606129	100	-15800.02604
scaffold_4	15637651	15662315	15649499	100	-10761.63875
scaffold_4	15662324	15678884	15674218	100	-4946.42239
scaffold_4	15678974	15704525	15691970	100	-18913.03891
scaffold_4	15704729	15736665	15721958	100	-13821.39132
scaffold_4	15736695	15756391	15746797	100	-15099.53620
scaffold_4	15756412	15780558	15765950	100	-21041.13090
scaffold_4	15780615	15801280	15786523	100	-11342.09383
scaffold_4	15801343	15826141	15808923	100	-17779.10474
scaffold_4	15826327	15851017	15840689	100	-11230.86692
scaffold_4	15851026	15866860	15858014	100	-17616.07527
scaffold_4	15866938	15916384	15886968	100	-16887.67986
scaffold_4	15916435	15934474	15925349	100	-17452.82475
scaffold_4	15934498	15942961	15938035	100	-19918.97737
scaffold_4	15943009	15964445	15955934	100	-17873.43959
scaffold_4	15966603	15992165	15983699	100	-16528.94554
scaffold_4	15992201	16019171	16002248	100	-19345.18780
scaffold_4	16019225	16049420	16035220	100	-13855.51344
scaffold_4	16049426	16068277	16060222	100	-17645.65850
scaffold_4	16068295	16113685	16088831	100	-14665.75132
scaffold_4	16113697	16138305	16128230	100	-18602.30570
scaffold_4	16138308	16171398	16153195	100	-14917.46257
scaffold_4	16171401	16206192	16193207	100	-16515.09032
scaffold_4	16206327	16224432	16217164	100	-15434.19928
scaffold_4	16224659	16237507	16229895	100	NA
scaffold_4	16237588	16259604	16245333	100	-19730.14947
scaffold_4	16259670	16287660	16275243	100	-17755.29201
scaffold_4	16287711	16318110	16304685	100	-17739.72099
scaffold_4	16318116	16335301	16324138	100	-10788.37269
scaffold_4	16335382	16347307	16341201	100	-14350.27727
scaffold_4	16347313	16360052	16351511	100	-10389.56729
scaffold_4	16360088	16379326	16371696	100	-19660.31963
scaffold_4	16379332	16413520	16404669	100	-13974.92467
scaffold_4	16413547	16466704	16447767	100	-17763.73103
scaffold_4	16469815	16513195	16505250	100	-18805.08970
scaffold_4	16513201	16534354	16524349	100	-11892.21889
scaffold_4	16534399	16560670	16551220	100	-15100.87400
scaffold_4	16560784	16587076	16575408	100	-17079.78941
scaffold_4	16587341	16607290	16597429	100	-16346.34426
scaffold_4	16607452	16617534	16611654	100	-15431.53962
scaffold_4	16617696	16623422	16621394	100	-17427.86878
scaffold_4	16623428	16647052	16636367	100	-21346.06347
scaffold_4	16647109	16674021	16660482	100	-13972.68114
scaffold_4	16674063	16694678	16687749	100	-19025.38680
scaffold_4	16694753	16729190	16709513	100	-19560.22352
scaffold_4	16729783	16763667	16750581	100	-9518.72252
scaffold_4	16763700	16794252	16783050	100	-9564.36915
scaffold_4	16794267	16813963	16806379	100	-23253.32921
scaffold_4	16813964	16831080	16821675	100	-8656.92779
scaffold_4	16831095	16848628	16839444	100	-15067.25840
scaffold_4	16849797	16879296	16860505	100	-18989.05101
scaffold_4	16883382	16886997	16885588	100	-14526.37745
scaffold_4	16887408	16910314	16900866	100	-13217.26704
scaffold_4	16910659	16933880	16921280	100	-14677.07238
scaffold_4	16933883	16955577	16943535	100	-16668.35250
scaffold_4	16955583	16970561	16962947	100	-20343.49810
scaffold_4	16970570	16989728	16979456	100	-22168.64277
scaffold_4	16989752	17006900	16996826	100	-16786.00887
scaffold_4	17006912	17032705	17018588	100	-14871.84662
scaffold_4	17032756	17072974	17056266	100	-10978.01610
scaffold_4	17073552	17134500	17097134	100	-14392.43378
scaffold_4	17134515	17154347	17144338	100	-13034.36463
scaffold_4	17154635	17175618	17166068	100	-15370.60812
scaffold_4	17175672	17190717	17182089	100	-18350.66440
scaffold_4	17190852	17215347	17196995	100	-20510.94812
scaffold_4	17215377	17230446	17222648	100	-18606.82576
scaffold_4	17230642	17251821	17241540	100	-16525.43288
scaffold_4	17251881	17323440	17282073	100	-17591.33755
scaffold_4	17323446	17335145	17330462	100	-15446.70159
scaffold_4	17335154	17348056	17342211	100	-11026.64834
scaffold_4	17348065	17365829	17354828	100	-12616.16514
scaffold_4	17365868	17383375	17377840	100	-18036.44790
scaffold_4	17383387	17403049	17393980	100	-19437.00262
scaffold_4	17403315	17418655	17412124	100	-15295.16345
scaffold_4	17418857	17461374	17438278	100	-18818.39133
scaffold_4	17461431	17488975	17473066	100	-16038.76763
scaffold_4	17489227	17524898	17505306	100	-13762.57866
scaffold_4	17524961	17582079	17545696	100	-18617.66878
scaffold_4	17582088	17600402	17588234	100	-17930.56929
scaffold_4	17600414	17629682	17618972	100	-17862.62786
scaffold_4	17630760	17645649	17640428	100	-21071.52369
scaffold_4	17645763	17701145	17682305	100	-15454.17295
scaffold_4	17701154	17733739	17715394	100	-19698.16675
scaffold_4	17733772	17771149	17751149	100	-15486.19765
scaffold_4	17771469	17781541	17777304	100	-17680.69251
scaffold_4	17781547	17805245	17794448	100	-18060.89842
scaffold_4	17805296	17824854	17814370	100	-20754.41499
scaffold_4	17825045	17838391	17832738	100	-20830.73863
scaffold_4	17838475	17856898	17843415	100	-20150.32808
scaffold_4	17857009	17898002	17885504	100	-13635.23159
scaffold_4	17898008	17947054	17925393	100	-13260.33391
scaffold_4	17947078	17977209	17964442	100	-12459.77786
scaffold_4	17977251	17994070	17985469	100	-16425.55468
scaffold_4	17994232	18030476	18010814	100	-15469.13340
scaffold_4	18030515	18104039	18061449	100	-13687.54793
scaffold_4	18104076	18226537	18174006	100	-11831.37385
scaffold_4	18226552	18241297	18232355	100	-16148.80444
scaffold_4	18241312	18256664	18247431	100	-19162.20469
scaffold_4	18256688	18288309	18268020	100	-14402.89938
scaffold_4	18288336	18318957	18303413	100	-16519.13851
scaffold_4	18319227	18332562	18326848	100	-19646.69728
scaffold_4	18332583	18346594	18339510	100	-22184.19048
scaffold_4	18346597	18370090	18361665	100	-24326.16666
scaffold_4	18370284	18384238	18377099	100	-18449.15277
scaffold_4	18384280	18403045	18395807	100	-22166.28583
scaffold_4	18403069	18416073	18408437	100	-15677.45528
scaffold_4	18416076	18435948	18425790	100	-17218.68093
scaffold_4	18435978	18473357	18456419	100	-19636.87482
scaffold_4	18473417	18504131	18487781	100	-12489.25598
scaffold_4	18504185	18552347	18528146	100	-8981.23943
scaffold_4	18552416	18602109	18566951	100	-9663.34068
scaffold_4	18602133	18638416	18623433	100	-15927.81597
scaffold_4	18638425	18657873	18648691	100	-14133.48502
scaffold_4	18658053	18678143	18667679	100	-11375.40412
scaffold_4	18678146	18694950	18687378	100	-19883.05807
scaffold_4	18695007	18713473	18703027	100	-16508.92905
scaffold_4	18713503	18728139	18718174	100	-15214.04712
scaffold_4	18728166	18774815	18753008	100	-17528.47145
scaffold_4	18774878	18807700	18790427	100	-18826.51013
scaffold_4	18807706	18829039	18819303	100	-14883.56874
scaffold_4	18829051	18852082	18840225	100	-22020.81872
scaffold_4	18852100	18892982	18869391	100	-17749.41610
scaffold_4	18893195	18913704	18901308	100	-11401.15904
scaffold_4	18913710	18947921	18928452	100	-14472.82051
scaffold_4	18947939	18976462	18960858	100	-9791.13384
scaffold_4	18976483	19002747	18986652	100	-20126.41027
scaffold_4	19002759	19028546	19013547	100	-18280.70341
scaffold_4	19028564	19051423	19042454	100	-16517.20359
scaffold_4	19051435	19066744	19059644	100	-13874.02125
scaffold_4	19067244	19082916	19073929	100	-14104.05418
scaffold_4	19083042	19101510	19089876	100	-10421.71238
scaffold_4	19101519	19136689	19121338	100	-18740.91325
scaffold_4	19136707	19168314	19145890	100	-16749.31007
scaffold_4	19168524	19189055	19179902	100	-8905.80440
scaffold_4	19189073	19217753	19205512	100	-15681.50439
scaffold_4	19217828	19233749	19226344	100	-26548.13728
scaffold_4	19233761	19273503	19253515	100	-10802.38046
scaffold_4	19273533	19292718	19281160	100	-17682.11633
scaffold_4	19292724	19336934	19318732	100	-14549.12452
scaffold_4	19337047	19364129	19351633	100	-17195.18663
scaffold_4	19364142	19381442	19373773	100	-15892.61917
scaffold_4	19381454	19408954	19395240	100	-15354.00111
scaffold_4	19408975	19432030	19419526	100	-21105.34123
scaffold_4	19432285	19455537	19439228	100	-11881.04732
scaffold_4	19455546	19511852	19485701	100	-15227.80403
scaffold_4	19511864	19545828	19531999	100	-18127.38050
scaffold_4	19545894	19570085	19557590	100	-19925.24732
scaffold_4	19570349	19594789	19585070	100	-16217.32576
scaffold_4	19594819	19628097	19614103	100	-14691.22825
scaffold_4	19628103	19663484	19642980	100	-13492.81277
scaffold_4	19663751	19673384	19668868	100	-18488.67590
scaffold_4	19673462	19685866	19680422	100	-13208.17607
scaffold_4	19685905	19696770	19690852	100	-15893.93955
scaffold_4	19696773	19714646	19710092	100	-19317.47625
scaffold_4	19714837	19728877	19724837	100	-21349.13030
scaffold_4	19728913	19751433	19740795	100	-15631.27015
scaffold_4	19751445	19780197	19768050	100	-20441.17156
scaffold_4	19780212	19799656	19789821	100	-15531.43937
scaffold_4	19799689	19810167	19804018	100	-15138.97406
scaffold_4	19810176	19829867	19818853	100	-18377.52459
scaffold_4	19829873	19844824	19837560	100	-16442.24602
scaffold_4	19845088	19864183	19854642	100	-19088.42833
scaffold_4	19864186	19889168	19879742	100	-12703.82402
scaffold_4	19889177	19921250	19903669	100	-16584.53549
scaffold_4	19921322	19937282	19930058	100	-15103.34127
scaffold_4	19937303	19960292	19952581	100	-13446.06799
scaffold_4	19960316	19984301	19973409	100	-18896.38948
scaffold_4	19984367	20007274	19993286	100	-19158.04427
scaffold_4	20007277	20028120	20017732	100	-16382.14017
scaffold_4	20028150	20039724	20032508	100	-21410.04033
scaffold_4	20039772	20071107	20056756	100	-17936.49027
scaffold_4	20071423	20103309	20083918	100	-14218.64513
scaffold_4	20103701	20141640	20124592	100	-13362.44607
scaffold_4	20141649	20184788	20164744	100	-18571.95578
scaffold_4	20184842	20214407	20205131	100	-16644.50968
scaffold_4	20214419	20250084	20229261	100	-16702.22430
scaffold_4	20253197	20276976	20264793	100	-20488.28859
scaffold_4	20276979	20315048	20296456	100	-10455.93716
scaffold_4	20315069	20366363	20344114	100	-9451.35850
scaffold_4	20366435	20387590	20375206	100	-10818.50228
scaffold_4	20387951	20419091	20405623	100	-17197.15351
scaffold_4	20419094	20432097	20425878	100	-20981.64116
scaffold_4	20432115	20461330	20443643	100	-14365.41861
scaffold_4	20461384	20484063	20473832	100	-19462.05836
scaffold_4	20484066	20519188	20508495	100	-17318.34136
scaffold_4	20519206	20546411	20532489	100	-13685.10656
scaffold_4	20546432	20556713	20551566	100	-21196.72622
scaffold_4	20556716	20579593	20567739	100	-14345.39408
scaffold_4	20581353	20600267	20592090	100	-15459.94784
scaffold_4	20600474	20622410	20614160	100	-16636.35596
scaffold_4	20622446	20640757	20631442	100	-18004.64410
scaffold_4	20640769	20656870	20650720	100	-18889.81113
scaffold_4	20656894	20681748	20671476	100	-9311.96207
scaffold_4	20681811	20690552	20685492	100	-9628.09318
scaffold_4	20693053	20736320	20720420	100	-11514.46660
scaffold_4	20736323	20749235	20742797	100	-11353.17405
scaffold_4	20749298	20778083	20764494	100	-9828.51848
scaffold_4	20778089	20798503	20790092	100	-18117.11273
scaffold_4	20798527	20832433	20810622	100	-16263.40362
scaffold_4	20834776	20870562	20853400	100	-16123.05858
scaffold_4	20870679	20888895	20882448	100	-19012.70613
scaffold_4	20888952	20910891	20897692	100	-21052.64879
scaffold_4	20910903	20932919	20920991	100	-19886.41553
scaffold_4	20932925	20971372	20952025	100	-18330.91679
scaffold_4	20971396	21002002	20990700	100	-18833.48605
scaffold_4	21002008	21025444	21015734	100	-21536.76845
scaffold_4	21025450	21043386	21036765	100	-16078.90204
scaffold_4	21043389	21067553	21056525	100	-14745.78385
scaffold_4	21067562	21095385	21080104	100	-21351.39898
scaffold_4	21095430	21135750	21127515	100	-13882.82661
scaffold_4	21135774	21156805	21143970	100	-19875.26491
scaffold_4	21156946	21185992	21172521	100	-17319.77333
